Ponto / Grupo;Data;Hora;Ativa C (kWh)
PEVVGNTR1--03 (L);29/08/2024;11;13,133
PEVVGNTR1--03 (L);29/08/2024;12;12,867
PEVVGNTR1--03 (L);29/08/2024;13;13,074
PEVVGNTR1--03 (L);29/08/2024;14;12,944
PEVVGNTR1--03 (L);29/08/2024;15;12,245
PEVVGNTR1--03 (L);29/08/2024;16;12,109
PEVVGNTR1--03 (L);29/08/2024;17;12,563
PEVVGNTR1--03 (L);29/08/2024;18;12,65
PEVVGNTR1--03 (L);29/08/2024;19;12,452
PEVVGNTR1--03 (L);29/08/2024;20;12,325
PEVVGNTR1--03 (L);29/08/2024;21;12,436
PEVVGNTR1--03 (L);29/08/2024;22;12,744
PEVVGNTR1--03 (L);29/08/2024;23;12,292
PEVVGNTR1--03 (L);29/08/2024;24;12,253
PEVVGNTR1--03 (L);30/08/2024;1;11,77
PEVVGNTR1--03 (L);30/08/2024;2;11,458
PEVVGNTR1--03 (L);30/08/2024;3;11,531
PEVVGNTR1--03 (L);30/08/2024;4;11,62
PEVVGNTR1--03 (L);30/08/2024;5;11,595
PEVVGNTR1--03 (L);30/08/2024;6;11,77
PEVVGNTR1--03 (L);30/08/2024;7;11,96
PEVVGNTR1--03 (L);30/08/2024;8;12,556
PEVVGNTR1--03 (L);30/08/2024;9;12,394
PEVVGNTR1--03 (L);30/08/2024;10;12,591
PEVVGNTR1--03 (L);30/08/2024;11;12,88
PEVVGNTR1--03 (L);30/08/2024;12;12,815
PEVVGNTR1--03 (L);30/08/2024;13;13,092
PEVVGNTR1--03 (L);30/08/2024;14;13,044
PEVVGNTR1--03 (L);30/08/2024;15;12,678
PEVVGNTR1--03 (L);30/08/2024;16;12,203
PEVVGNTR1--03 (L);30/08/2024;17;12,144
PEVVGNTR1--03 (L);30/08/2024;18;12,669
PEVVGNTR1--03 (L);30/08/2024;19;12,613
PEVVGNTR1--03 (L);30/08/2024;20;12,568
PEVVGNTR1--03 (L);30/08/2024;21;12,53
PEVVGNTR1--03 (L);30/08/2024;22;12,626
PEVVGNTR1--03 (L);30/08/2024;23;12,792
PEVVGNTR1--03 (L);30/08/2024;24;12,881
PEVVGNTR1--03 (L);31/08/2024;1;11,908
PEVVGNTR1--03 (L);31/08/2024;2;11,66
PEVVGNTR1--03 (L);31/08/2024;3;11,616
PEVVGNTR1--03 (L);31/08/2024;4;11,733
PEVVGNTR1--03 (L);31/08/2024;5;11,774
PEVVGNTR1--03 (L);31/08/2024;6;12,476
PEVVGNTR1--03 (L);31/08/2024;7;12,718
PEVVGNTR1--03 (L);31/08/2024;8;12,749
PEVVGNTR1--03 (L);31/08/2024;9;12,795
PEVVGNTR1--03 (L);31/08/2024;10;13,063
PEVVGNTR1--03 (L);31/08/2024;11;13,096
PEVVGNTR1--03 (L);31/08/2024;12;13,167
PEVVGNTR1--03 (L);31/08/2024;13;13,032
PEVVGNTR1--03 (L);31/08/2024;14;13,012
PEVVGNTR1--03 (L);31/08/2024;15;12,681
PEVVGNTR1--03 (L);31/08/2024;16;12,564
PEVVGNTR1--03 (L);31/08/2024;17;12,161
PEVVGNTR1--03 (L);31/08/2024;18;12,193
PEVVGNTR1--03 (L);31/08/2024;19;12,859
PEVVGNTR1--03 (L);31/08/2024;20;12,884
PEVVGNTR1--03 (L);31/08/2024;21;13,313
PEVVGNTR1--03 (L);31/08/2024;22;13,584
PEVVGNTR1--03 (L);31/08/2024;23;13,806
PEVVGNTR1--03 (L);31/08/2024;24;13,729
PEVVGNTR1--03 (L);01/09/2024;1;11,868
PEVVGNTR1--03 (L);01/09/2024;2;11,115
PEVVGNTR1--03 (L);01/09/2024;3;10,978
PEVVGNTR1--03 (L);01/09/2024;4;10,969
PEVVGNTR1--03 (L);01/09/2024;5;11,005
PEVVGNTR1--03 (L);01/09/2024;6;11,221
PEVVGNTR1--03 (L);01/09/2024;7;11,672
PEVVGNTR1--03 (L);01/09/2024;8;12,461
PEVVGNTR1--03 (L);01/09/2024;9;12,637
PEVVGNTR1--03 (L);01/09/2024;10;12,304
PEVVGNTR1--03 (L);01/09/2024;11;12,504
PEVVGNTR1--03 (L);01/09/2024;12;12,667
PEVVGNTR1--03 (L);01/09/2024;13;12,534
PEVVGNTR1--03 (L);01/09/2024;14;12,568
PEVVGNTR1--03 (L);01/09/2024;15;12,447
PEVVGNTR1--03 (L);01/09/2024;16;12,015
PEVVGNTR1--03 (L);01/09/2024;17;11,425
PEVVGNTR1--03 (L);01/09/2024;18;11,254
PEVVGNTR1--03 (L);01/09/2024;19;11,835
PEVVGNTR1--03 (L);01/09/2024;20;12,042
PEVVGNTR1--03 (L);01/09/2024;21;11,777
PEVVGNTR1--03 (L);01/09/2024;22;11,669
PEVVGNTR1--03 (L);01/09/2024;23;11,479
PEVVGNTR1--03 (L);01/09/2024;24;11,486
PEVVGNTR1--03 (L);02/09/2024;1;12,114
PEVVGNTR1--03 (L);02/09/2024;2;11,55
PEVVGNTR1--03 (L);02/09/2024;3;12,011
PEVVGNTR1--03 (L);02/09/2024;4;12,345
PEVVGNTR1--03 (L);02/09/2024;5;12,1
PEVVGNTR1--03 (L);02/09/2024;6;12,056
PEVVGNTR1--03 (L);02/09/2024;7;12,43
PEVVGNTR1--03 (L);02/09/2024;8;12,721
PEVVGNTR1--03 (L);02/09/2024;9;13,29
PEVVGNTR1--03 (L);02/09/2024;10;13,495
PEVVGNTR1--03 (L);02/09/2024;11;13,56
PEVVGNTR1--03 (L);02/09/2024;12;13,347
PEVVGNTR1--03 (L);02/09/2024;13;13,11
PEVVGNTR1--03 (L);02/09/2024;14;12,957
PEVVGNTR1--03 (L);02/09/2024;15;12,509
PEVVGNTR1--03 (L);02/09/2024;16;13,044
PEVVGNTR1--03 (L);02/09/2024;17;12,448
PEVVGNTR1--03 (L);02/09/2024;18;12,316
PEVVGNTR1--03 (L);02/09/2024;19;12,473
PEVVGNTR1--03 (L);02/09/2024;20;12,65
PEVVGNTR1--03 (L);02/09/2024;21;12,689
PEVVGNTR1--03 (L);02/09/2024;22;12,488
PEVVGNTR1--03 (L);02/09/2024;23;12,476
PEVVGNTR1--03 (L);02/09/2024;24;12,078
PEVVGNTR1--03 (L);03/09/2024;1;12,046
PEVVGNTR1--03 (L);03/09/2024;2;11,71
PEVVGNTR1--03 (L);03/09/2024;3;12,139
PEVVGNTR1--03 (L);03/09/2024;4;12,212
PEVVGNTR1--03 (L);03/09/2024;5;12,387
PEVVGNTR1--03 (L);03/09/2024;6;12,436
PEVVGNTR1--03 (L);03/09/2024;7;12,748
PEVVGNTR1--03 (L);03/09/2024;8;12,382
PEVVGNTR1--03 (L);03/09/2024;9;12,438
PEVVGNTR1--03 (L);03/09/2024;10;13,154
PEVVGNTR1--03 (L);03/09/2024;11;13,427
PEVVGNTR1--03 (L);03/09/2024;12;13,258
PEVVGNTR1--03 (L);03/09/2024;13;13,221
PEVVGNTR1--03 (L);03/09/2024;14;13,38
PEVVGNTR1--03 (L);03/09/2024;15;13,418
PEVVGNTR1--03 (L);03/09/2024;16;13,045
PEVVGNTR1--03 (L);03/09/2024;17;12,339
PEVVGNTR1--03 (L);03/09/2024;18;12,18
PEVVGNTR1--03 (L);03/09/2024;19;12,37
PEVVGNTR1--03 (L);03/09/2024;20;12,508
PEVVGNTR1--03 (L);03/09/2024;21;12,324
PEVVGNTR1--03 (L);03/09/2024;22;12,152
PEVVGNTR1--03 (L);03/09/2024;23;12,014
PEVVGNTR1--03 (L);03/09/2024;24;11,808
PEVVGNTR1--03 (L);04/09/2024;1;11,786
PEVVGNTR1--03 (L);04/09/2024;2;11,556
PEVVGNTR1--03 (L);04/09/2024;3;11,466
PEVVGNTR1--03 (L);04/09/2024;4;11,508
PEVVGNTR1--03 (L);04/09/2024;5;11,505
PEVVGNTR1--03 (L);04/09/2024;6;11,811
PEVVGNTR1--03 (L);04/09/2024;7;12,227
PEVVGNTR1--03 (L);04/09/2024;8;13,072
PEVVGNTR1--03 (L);04/09/2024;9;13,169
PEVVGNTR1--03 (L);04/09/2024;10;13,316
PEVVGNTR1--03 (L);04/09/2024;11;13,092
PEVVGNTR1--03 (L);04/09/2024;12;12,973
PEVVGNTR1--03 (L);04/09/2024;13;12,945
PEVVGNTR1--03 (L);04/09/2024;14;12,845
PEVVGNTR1--03 (L);04/09/2024;15;13,632
PEVVGNTR1--03 (L);04/09/2024;16;13,349
PEVVGNTR1--03 (L);04/09/2024;17;12,791
PEVVGNTR1--03 (L);04/09/2024;18;12,308
PEVVGNTR1--03 (L);04/09/2024;19;12,351
PEVVGNTR1--03 (L);04/09/2024;20;12,57
PEVVGNTR1--03 (L);04/09/2024;21;12,742
PEVVGNTR1--03 (L);04/09/2024;22;12,553
PEVVGNTR1--03 (L);04/09/2024;23;12,646
PEVVGNTR1--03 (L);04/09/2024;24;11,908
PEVVGNTR1--03 (L);05/09/2024;1;11,819
PEVVGNTR1--03 (L);05/09/2024;2;11,563
PEVVGNTR1--03 (L);05/09/2024;3;11,605
PEVVGNTR1--03 (L);05/09/2024;4;11,626
PEVVGNTR1--03 (L);05/09/2024;5;11,694
PEVVGNTR1--03 (L);05/09/2024;6;11,827
PEVVGNTR1--03 (L);05/09/2024;7;12,49
PEVVGNTR1--03 (L);05/09/2024;8;12,476
PEVVGNTR1--03 (L);05/09/2024;9;12,358
PEVVGNTR1--03 (L);05/09/2024;10;12,506
PEVVGNTR1--03 (L);05/09/2024;11;12,382
PEVVGNTR1--03 (L);05/09/2024;12;12,135
PEVVGNTR1--03 (L);05/09/2024;13;12,419
PEVVGNTR1--03 (L);05/09/2024;14;12,737
PEVVGNTR1--03 (L);05/09/2024;15;12,996
PEVVGNTR1--03 (L);05/09/2024;16;12,626
PEVVGNTR1--03 (L);05/09/2024;17;12,187
PEVVGNTR1--03 (L);05/09/2024;18;12,603
PEVVGNTR1--03 (L);05/09/2024;19;12,699
PEVVGNTR1--03 (L);05/09/2024;20;12,627
PEVVGNTR1--03 (L);05/09/2024;21;12,35
PEVVGNTR1--03 (L);05/09/2024;22;12,325
PEVVGNTR1--03 (L);05/09/2024;23;12,52
PEVVGNTR1--03 (L);05/09/2024;24;12,558
PEVVGNTR1--03 (L);06/09/2024;1;12,1
PEVVGNTR1--03 (L);06/09/2024;2;11,884
PEVVGNTR1--03 (L);06/09/2024;3;11,827
PEVVGNTR1--03 (L);06/09/2024;4;11,659
PEVVGNTR1--03 (L);06/09/2024;5;11,598
PEVVGNTR1--03 (L);06/09/2024;6;11,789
PEVVGNTR1--03 (L);06/09/2024;7;12,389
PEVVGNTR1--03 (L);06/09/2024;8;12,932
PEVVGNTR1--03 (L);06/09/2024;9;12,586
PEVVGNTR1--03 (L);06/09/2024;10;12,641
PEVVGNTR1--03 (L);06/09/2024;11;12,522
PEVVGNTR1--03 (L);06/09/2024;12;12,477
PEVVGNTR1--03 (L);06/09/2024;13;12,505
PEVVGNTR1--03 (L);06/09/2024;14;12,508
PEVVGNTR1--03 (L);06/09/2024;15;12,587
PEVVGNTR1--03 (L);06/09/2024;16;12,579
PEVVGNTR1--03 (L);06/09/2024;17;12,71
PEVVGNTR1--03 (L);06/09/2024;18;12,221
PEVVGNTR1--03 (L);06/09/2024;19;12,108
PEVVGNTR1--03 (L);06/09/2024;20;12,385
PEVVGNTR1--03 (L);06/09/2024;21;12,413
PEVVGNTR1--03 (L);06/09/2024;22;12,291
PEVVGNTR1--03 (L);06/09/2024;23;12,445
PEVVGNTR1--03 (L);06/09/2024;24;12,6
PEVVGNTR1--03 (L);07/09/2024;1;11,588
PEVVGNTR1--03 (L);07/09/2024;2;11,722
PEVVGNTR1--03 (L);07/09/2024;3;11,771
PEVVGNTR1--03 (L);07/09/2024;4;11,678
PEVVGNTR1--03 (L);07/09/2024;5;11,74
PEVVGNTR1--03 (L);07/09/2024;6;11,95
PEVVGNTR1--03 (L);07/09/2024;7;12,406
PEVVGNTR1--03 (L);07/09/2024;8;12,176
PEVVGNTR1--03 (L);07/09/2024;9;12,383
PEVVGNTR1--03 (L);07/09/2024;10;12,242
PEVVGNTR1--03 (L);07/09/2024;11;12,317
PEVVGNTR1--03 (L);07/09/2024;12;12,229
PEVVGNTR1--03 (L);07/09/2024;13;12,249
PEVVGNTR1--03 (L);07/09/2024;14;12,195
PEVVGNTR1--03 (L);07/09/2024;15;12,067
PEVVGNTR1--03 (L);07/09/2024;16;11,63
PEVVGNTR1--03 (L);07/09/2024;17;11,552
PEVVGNTR1--03 (L);07/09/2024;18;11,359
PEVVGNTR1--03 (L);07/09/2024;19;11,086
PEVVGNTR1--03 (L);07/09/2024;20;11,05
PEVVGNTR1--03 (L);07/09/2024;21;11,261
PEVVGNTR1--03 (L);07/09/2024;22;11,48
PEVVGNTR1--03 (L);07/09/2024;23;11,393
PEVVGNTR1--03 (L);07/09/2024;24;11,37
PEVVGNTR1--03 (L);08/09/2024;1;11,56
PEVVGNTR1--03 (L);08/09/2024;2;11,797
PEVVGNTR1--03 (L);08/09/2024;3;11,872
PEVVGNTR1--03 (L);08/09/2024;4;11,944
PEVVGNTR1--03 (L);08/09/2024;5;12,176
PEVVGNTR1--03 (L);08/09/2024;6;12,333
PEVVGNTR1--03 (L);08/09/2024;7;12,13
PEVVGNTR1--03 (L);08/09/2024;8;11,443
PEVVGNTR1--03 (L);08/09/2024;9;12,046
PEVVGNTR1--03 (L);08/09/2024;10;12,634
PEVVGNTR1--03 (L);08/09/2024;11;12,463
PEVVGNTR1--03 (L);08/09/2024;12;11,688
PEVVGNTR1--03 (L);08/09/2024;13;9,419
PEVVGNTR1--03 (L);08/09/2024;14;8,612
PEVVGNTR1--03 (L);08/09/2024;15;12,157
PEVVGNTR1--03 (L);08/09/2024;16;11,996
PEVVGNTR1--03 (L);08/09/2024;17;11,869
PEVVGNTR1--03 (L);08/09/2024;18;11,845
PEVVGNTR1--03 (L);08/09/2024;19;11,748
PEVVGNTR1--03 (L);08/09/2024;20;12,099
PEVVGNTR1--03 (L);08/09/2024;21;11,841
PEVVGNTR1--03 (L);08/09/2024;22;12,002
PEVVGNTR1--03 (L);08/09/2024;23;11,978
PEVVGNTR1--03 (L);08/09/2024;24;11,812
PEVVGNTR1--03 (L);09/09/2024;1;11,919
PEVVGNTR1--03 (L);09/09/2024;2;12,174
PEVVGNTR1--03 (L);09/09/2024;3;12,234
PEVVGNTR1--03 (L);09/09/2024;4;12,461
PEVVGNTR1--03 (L);09/09/2024;5;12,52
PEVVGNTR1--03 (L);09/09/2024;6;12,385
PEVVGNTR1--03 (L);09/09/2024;7;12,408
PEVVGNTR1--03 (L);09/09/2024;8;12,377
PEVVGNTR1--03 (L);09/09/2024;9;12,583
PEVVGNTR1--03 (L);09/09/2024;10;12,732
PEVVGNTR1--03 (L);09/09/2024;11;12,775
PEVVGNTR1--03 (L);09/09/2024;12;12,515
PEVVGNTR1--03 (L);09/09/2024;13;12,637
PEVVGNTR1--03 (L);09/09/2024;14;12,788
PEVVGNTR1--03 (L);09/09/2024;15;12,892
PEVVGNTR1--03 (L);09/09/2024;16;12,967
PEVVGNTR1--03 (L);09/09/2024;17;12,187
PEVVGNTR1--03 (L);09/09/2024;18;12,234
PEVVGNTR1--03 (L);09/09/2024;19;12,488
PEVVGNTR1--03 (L);09/09/2024;20;12,568
PEVVGNTR1--03 (L);09/09/2024;21;12,218
PEVVGNTR1--03 (L);09/09/2024;22;12,145
PEVVGNTR1--03 (L);09/09/2024;23;11,954
PEVVGNTR1--03 (L);09/09/2024;24;12,023
PEVVGNTR1--03 (L);10/09/2024;1;11,971
PEVVGNTR1--03 (L);10/09/2024;2;11,943
PEVVGNTR1--03 (L);10/09/2024;3;11,999
PEVVGNTR1--03 (L);10/09/2024;4;12,165
PEVVGNTR1--03 (L);10/09/2024;5;12,189
PEVVGNTR1--03 (L);10/09/2024;6;12,37
PEVVGNTR1--03 (L);10/09/2024;7;12,681
PEVVGNTR1--03 (L);10/09/2024;8;12,573
PEVVGNTR1--03 (L);10/09/2024;9;12,678
PEVVGNTR1--03 (L);10/09/2024;10;12,963
PEVVGNTR1--03 (L);10/09/2024;11;13
PEVVGNTR1--03 (L);10/09/2024;12;13,083
PEVVGNTR1--03 (L);10/09/2024;13;13,073
PEVVGNTR1--03 (L);10/09/2024;14;12,528
PEVVGNTR1--03 (L);10/09/2024;15;12,27
PEVVGNTR1--03 (L);10/09/2024;16;12,518
PEVVGNTR1--03 (L);10/09/2024;17;12,039
PEVVGNTR1--03 (L);10/09/2024;18;12,065
PEVVGNTR1--03 (L);10/09/2024;19;12,172
PEVVGNTR1--03 (L);10/09/2024;20;12,423
PEVVGNTR1--03 (L);10/09/2024;21;12,657
PEVVGNTR1--03 (L);10/09/2024;22;12,462
PEVVGNTR1--03 (L);10/09/2024;23;12,614
PEVVGNTR1--03 (L);10/09/2024;24;12,425
PEVVGNTR1--03 (L);11/09/2024;1;11,932
PEVVGNTR1--03 (L);11/09/2024;2;11,896
PEVVGNTR1--03 (L);11/09/2024;3;12,005
PEVVGNTR1--03 (L);11/09/2024;4;12,093
PEVVGNTR1--03 (L);11/09/2024;5;11,995
PEVVGNTR1--03 (L);11/09/2024;6;12,129
PEVVGNTR1--03 (L);11/09/2024;7;12,813
PEVVGNTR1--03 (L);11/09/2024;8;13,355
PEVVGNTR1--03 (L);11/09/2024;9;12,811
PEVVGNTR1--03 (L);11/09/2024;10;12,963
PEVVGNTR1--03 (L);11/09/2024;11;13,146
PEVVGNTR1--03 (L);11/09/2024;12;13,225
PEVVGNTR1--03 (L);11/09/2024;13;12,998
PEVVGNTR1--03 (L);11/09/2024;14;12,801
PEVVGNTR1--03 (L);11/09/2024;15;12,535
PEVVGNTR1--03 (L);11/09/2024;16;12,222
PEVVGNTR1--03 (L);11/09/2024;17;12,543
PEVVGNTR1--03 (L);11/09/2024;18;12,156
PEVVGNTR1--03 (L);11/09/2024;19;12,058
PEVVGNTR1--03 (L);11/09/2024;20;12,144
PEVVGNTR1--03 (L);11/09/2024;21;12,107
PEVVGNTR1--03 (L);11/09/2024;22;12,044
PEVVGNTR1--03 (L);11/09/2024;23;12,074
PEVVGNTR1--03 (L);11/09/2024;24;12,155
PEVVGNTR1--03 (L);12/09/2024;1;12,197
PEVVGNTR1--03 (L);12/09/2024;2;12,113
PEVVGNTR1--03 (L);12/09/2024;3;12,111
PEVVGNTR1--03 (L);12/09/2024;4;12,266
PEVVGNTR1--03 (L);12/09/2024;5;12,472
PEVVGNTR1--03 (L);12/09/2024;6;12,246
PEVVGNTR1--03 (L);12/09/2024;7;12,636
PEVVGNTR1--03 (L);12/09/2024;8;13,14
PEVVGNTR1--03 (L);12/09/2024;9;12,777
PEVVGNTR1--03 (L);12/09/2024;10;13,02
PEVVGNTR1--03 (L);12/09/2024;11;13,26
PEVVGNTR1--03 (L);12/09/2024;12;13,198
PEVVGNTR1--03 (L);12/09/2024;13;13,202
PEVVGNTR1--03 (L);12/09/2024;14;12,859
PEVVGNTR1--03 (L);12/09/2024;15;12,439
PEVVGNTR1--03 (L);12/09/2024;16;12,056
PEVVGNTR1--03 (L);12/09/2024;17;12,029
PEVVGNTR1--03 (L);12/09/2024;18;11,889
PEVVGNTR1--03 (L);12/09/2024;19;12,086
PEVVGNTR1--03 (L);12/09/2024;20;12,421
PEVVGNTR1--03 (L);12/09/2024;21;12,498
PEVVGNTR1--03 (L);12/09/2024;22;12,433
PEVVGNTR1--03 (L);12/09/2024;23;12,295
PEVVGNTR1--03 (L);12/09/2024;24;12,221
PEVVGNTR1--03 (L);13/09/2024;1;11,915
PEVVGNTR1--03 (L);13/09/2024;2;11,837
PEVVGNTR1--03 (L);13/09/2024;3;11,982
PEVVGNTR1--03 (L);13/09/2024;4;12,039
PEVVGNTR1--03 (L);13/09/2024;5;12,095
PEVVGNTR1--03 (L);13/09/2024;6;12,259
PEVVGNTR1--03 (L);13/09/2024;7;12,142
PEVVGNTR1--03 (L);13/09/2024;8;12,559
PEVVGNTR1--03 (L);13/09/2024;9;12,974
PEVVGNTR1--03 (L);13/09/2024;10;13,112
PEVVGNTR1--03 (L);13/09/2024;11;13,141
PEVVGNTR1--03 (L);13/09/2024;12;13,062
PEVVGNTR1--03 (L);13/09/2024;13;13,5
PEVVGNTR1--03 (L);13/09/2024;14;12,893
PEVVGNTR1--03 (L);13/09/2024;15;12,478
PEVVGNTR1--03 (L);13/09/2024;16;12,307
PEVVGNTR1--03 (L);13/09/2024;17;12,3
PEVVGNTR1--03 (L);13/09/2024;18;12,582
PEVVGNTR1--03 (L);13/09/2024;19;12,701
PEVVGNTR1--03 (L);13/09/2024;20;12,877
PEVVGNTR1--03 (L);13/09/2024;21;12,267
PEVVGNTR1--03 (L);13/09/2024;22;12,161
PEVVGNTR1--03 (L);13/09/2024;23;12,088
PEVVGNTR1--03 (L);13/09/2024;24;12,04
PEVVGNTR1--03 (L);14/09/2024;1;11,867
PEVVGNTR1--03 (L);14/09/2024;2;12,051
PEVVGNTR1--03 (L);14/09/2024;3;12,265
PEVVGNTR1--03 (L);14/09/2024;4;12,344
PEVVGNTR1--03 (L);14/09/2024;5;12,561
PEVVGNTR1--03 (L);14/09/2024;6;12,183
PEVVGNTR1--03 (L);14/09/2024;7;12,397
PEVVGNTR1--03 (L);14/09/2024;8;12,636
PEVVGNTR1--03 (L);14/09/2024;9;13,062
PEVVGNTR1--03 (L);14/09/2024;10;12,946
PEVVGNTR1--03 (L);14/09/2024;11;12,977
PEVVGNTR1--03 (L);14/09/2024;12;12,946
PEVVGNTR1--03 (L);14/09/2024;13;12,921
PEVVGNTR1--03 (L);14/09/2024;14;12,91
PEVVGNTR1--03 (L);14/09/2024;15;12,527
PEVVGNTR1--03 (L);14/09/2024;16;12,331
PEVVGNTR1--03 (L);14/09/2024;17;12,044
PEVVGNTR1--03 (L);14/09/2024;18;11,926
PEVVGNTR1--03 (L);14/09/2024;19;12,344
PEVVGNTR1--03 (L);14/09/2024;20;12,511
PEVVGNTR1--03 (L);14/09/2024;21;12,564
PEVVGNTR1--03 (L);14/09/2024;22;12,141
PEVVGNTR1--03 (L);14/09/2024;23;12,039
PEVVGNTR1--03 (L);14/09/2024;24;11,867
PEVVGNTR1--03 (L);15/09/2024;1;12,066
PEVVGNTR1--03 (L);15/09/2024;2;11,959
PEVVGNTR1--03 (L);15/09/2024;3;11,977
PEVVGNTR1--03 (L);15/09/2024;4;11,956
PEVVGNTR1--03 (L);15/09/2024;5;11,951
PEVVGNTR1--03 (L);15/09/2024;6;12
PEVVGNTR1--03 (L);15/09/2024;7;11,72
PEVVGNTR1--03 (L);15/09/2024;8;12,074
PEVVGNTR1--03 (L);15/09/2024;9;12,161
PEVVGNTR1--03 (L);15/09/2024;10;12,193
PEVVGNTR1--03 (L);15/09/2024;11;12,13
PEVVGNTR1--03 (L);15/09/2024;12;11,988
PEVVGNTR1--03 (L);15/09/2024;13;12,09
PEVVGNTR1--03 (L);15/09/2024;14;12,059
PEVVGNTR1--03 (L);15/09/2024;15;11,773
PEVVGNTR1--03 (L);15/09/2024;16;11,826
PEVVGNTR1--03 (L);15/09/2024;17;11,742
PEVVGNTR1--03 (L);15/09/2024;18;11,457
PEVVGNTR1--03 (L);15/09/2024;19;11,703
PEVVGNTR1--03 (L);15/09/2024;20;11,92
PEVVGNTR1--03 (L);15/09/2024;21;12,161
PEVVGNTR1--03 (L);15/09/2024;22;11,979
PEVVGNTR1--03 (L);15/09/2024;23;11,94
PEVVGNTR1--03 (L);15/09/2024;24;12,015
PEVVGNTR1--03 (L);16/09/2024;1;11,822
PEVVGNTR1--03 (L);16/09/2024;2;11,767
PEVVGNTR1--03 (L);16/09/2024;3;11,853
PEVVGNTR1--03 (L);16/09/2024;4;11,854
PEVVGNTR1--03 (L);16/09/2024;5;11,911
PEVVGNTR1--03 (L);16/09/2024;6;12,255
PEVVGNTR1--03 (L);16/09/2024;7;12,656
PEVVGNTR1--03 (L);16/09/2024;8;13,001
PEVVGNTR1--03 (L);16/09/2024;9;13,022
PEVVGNTR1--03 (L);16/09/2024;10;13,067
PEVVGNTR1--03 (L);16/09/2024;11;12,932
PEVVGNTR1--03 (L);16/09/2024;12;12,835
PEVVGNTR1--03 (L);16/09/2024;13;12,974
PEVVGNTR1--03 (L);16/09/2024;14;12,708
PEVVGNTR1--03 (L);16/09/2024;15;12,847
PEVVGNTR1--03 (L);16/09/2024;16;12,531
PEVVGNTR1--03 (L);16/09/2024;17;12,185
PEVVGNTR1--03 (L);16/09/2024;18;12,329
PEVVGNTR1--03 (L);16/09/2024;19;12,468
PEVVGNTR1--03 (L);16/09/2024;20;12,768
PEVVGNTR1--03 (L);16/09/2024;21;12,793
PEVVGNTR1--03 (L);16/09/2024;22;12,786
PEVVGNTR1--03 (L);16/09/2024;23;12,617
PEVVGNTR1--03 (L);16/09/2024;24;12,805
PEVVGNTR1--03 (L);17/09/2024;1;12,173
PEVVGNTR1--03 (L);17/09/2024;2;11,768
PEVVGNTR1--03 (L);17/09/2024;3;11,721
PEVVGNTR1--03 (L);17/09/2024;4;11,686
PEVVGNTR1--03 (L);17/09/2024;5;11,679
PEVVGNTR1--03 (L);17/09/2024;6;11,873
PEVVGNTR1--03 (L);17/09/2024;7;12,225
PEVVGNTR1--03 (L);17/09/2024;8;12,288
PEVVGNTR1--03 (L);17/09/2024;9;12,339
PEVVGNTR1--03 (L);17/09/2024;10;12,367
PEVVGNTR1--03 (L);17/09/2024;11;12,27
PEVVGNTR1--03 (L);17/09/2024;12;12,735
PEVVGNTR1--03 (L);17/09/2024;13;13,214
PEVVGNTR1--03 (L);17/09/2024;14;13,093
PEVVGNTR1--03 (L);17/09/2024;15;12,787
PEVVGNTR1--03 (L);17/09/2024;16;12,87
PEVVGNTR1--03 (L);17/09/2024;17;12,785
PEVVGNTR1--03 (L);17/09/2024;18;12,279
PEVVGNTR1--03 (L);17/09/2024;19;12,528
PEVVGNTR1--03 (L);17/09/2024;20;12,449
PEVVGNTR1--03 (L);17/09/2024;21;12,257
PEVVGNTR1--03 (L);17/09/2024;22;12,089
PEVVGNTR1--03 (L);17/09/2024;23;12,245
PEVVGNTR1--03 (L);17/09/2024;24;12,256
PEVVGNTR1--03 (L);18/09/2024;1;12,096
PEVVGNTR1--03 (L);18/09/2024;2;11,791
PEVVGNTR1--03 (L);18/09/2024;3;11,728
PEVVGNTR1--03 (L);18/09/2024;4;11,786
PEVVGNTR1--03 (L);18/09/2024;5;11,866
PEVVGNTR1--03 (L);18/09/2024;6;11,864
PEVVGNTR1--03 (L);18/09/2024;7;12,268
PEVVGNTR1--03 (L);18/09/2024;8;12,277
PEVVGNTR1--03 (L);18/09/2024;9;12,553
PEVVGNTR1--03 (L);18/09/2024;10;12,716
PEVVGNTR1--03 (L);18/09/2024;11;12,814
PEVVGNTR1--03 (L);18/09/2024;12;12,798
PEVVGNTR1--03 (L);18/09/2024;13;12,855
PEVVGNTR1--03 (L);18/09/2024;14;12,65
PEVVGNTR1--03 (L);18/09/2024;15;12,565
PEVVGNTR1--03 (L);18/09/2024;16;12,199
PEVVGNTR1--03 (L);18/09/2024;17;12,404
PEVVGNTR1--03 (L);18/09/2024;18;12,134
PEVVGNTR1--03 (L);18/09/2024;19;11,966
PEVVGNTR1--03 (L);18/09/2024;20;12,421
PEVVGNTR1--03 (L);18/09/2024;21;12,599
PEVVGNTR1--03 (L);18/09/2024;22;12,475
PEVVGNTR1--03 (L);18/09/2024;23;12,364
PEVVGNTR1--03 (L);18/09/2024;24;12,596
PEVVGNTR2--04 (L);01/01/2024;1;12,078
PEVVGNTR2--04 (L);01/01/2024;2;11,698
PEVVGNTR2--04 (L);01/01/2024;3;11,596
PEVVGNTR2--04 (L);01/01/2024;4;11,561
PEVVGNTR2--04 (L);01/01/2024;5;11,637
