Ponto / Grupo;Data;Hora;Ativa C (kWh)
PEVVGNTR1--03 (L);08/08/2024;16;12,1
PEVVGNTR1--03 (L);08/08/2024;17;12,355
PEVVGNTR1--03 (L);08/08/2024;18;12,305
PEVVGNTR1--03 (L);08/08/2024;19;12,269
PEVVGNTR1--03 (L);08/08/2024;20;12,391
PEVVGNTR1--03 (L);08/08/2024;21;12,532
PEVVGNTR1--03 (L);08/08/2024;22;12,324
PEVVGNTR1--03 (L);08/08/2024;23;12,285
PEVVGNTR1--03 (L);08/08/2024;24;12,273
PEVVGNTR1--03 (L);09/08/2024;1;11,867
PEVVGNTR1--03 (L);09/08/2024;2;11,863
PEVVGNTR1--03 (L);09/08/2024;3;11,71
PEVVGNTR1--03 (L);09/08/2024;4;11,931
PEVVGNTR1--03 (L);09/08/2024;5;12,202
PEVVGNTR1--03 (L);09/08/2024;6;12,262
PEVVGNTR1--03 (L);09/08/2024;7;12,645
PEVVGNTR1--03 (L);09/08/2024;8;12,643
PEVVGNTR1--03 (L);09/08/2024;9;12,913
PEVVGNTR1--03 (L);09/08/2024;10;13,148
PEVVGNTR1--03 (L);09/08/2024;11;12,892
PEVVGNTR1--03 (L);09/08/2024;12;12,641
PEVVGNTR1--03 (L);09/08/2024;13;12,782
PEVVGNTR1--03 (L);09/08/2024;14;12,673
PEVVGNTR1--03 (L);09/08/2024;15;13,379
PEVVGNTR1--03 (L);09/08/2024;16;13,466
PEVVGNTR1--03 (L);09/08/2024;17;12,856
PEVVGNTR1--03 (L);09/08/2024;18;12,39
PEVVGNTR1--03 (L);09/08/2024;19;12,154
PEVVGNTR1--03 (L);09/08/2024;20;12,212
PEVVGNTR1--03 (L);09/08/2024;21;12,201
PEVVGNTR1--03 (L);09/08/2024;22;12,04
PEVVGNTR1--03 (L);09/08/2024;23;12,255
PEVVGNTR1--03 (L);09/08/2024;24;11,982
PEVVGNTR1--03 (L);10/08/2024;1;11,716
PEVVGNTR1--03 (L);10/08/2024;2;11,699
PEVVGNTR1--03 (L);10/08/2024;3;11,917
PEVVGNTR1--03 (L);10/08/2024;4;11,655
PEVVGNTR1--03 (L);10/08/2024;5;11,759
PEVVGNTR1--03 (L);10/08/2024;6;12,386
PEVVGNTR1--03 (L);10/08/2024;7;12,467
PEVVGNTR1--03 (L);10/08/2024;8;12,908
PEVVGNTR1--03 (L);10/08/2024;9;12,993
PEVVGNTR1--03 (L);10/08/2024;10;13,008
PEVVGNTR1--03 (L);10/08/2024;11;13,171
PEVVGNTR1--03 (L);10/08/2024;12;13,505
PEVVGNTR1--03 (L);10/08/2024;13;13,545
PEVVGNTR1--03 (L);10/08/2024;14;13,423
PEVVGNTR1--03 (L);10/08/2024;15;13,186
PEVVGNTR1--03 (L);10/08/2024;16;12,771
PEVVGNTR1--03 (L);10/08/2024;17;12,623
PEVVGNTR1--03 (L);10/08/2024;18;12,129
PEVVGNTR1--03 (L);10/08/2024;19;12,585
PEVVGNTR1--03 (L);10/08/2024;20;12,906
PEVVGNTR1--03 (L);10/08/2024;21;12,648
PEVVGNTR1--03 (L);10/08/2024;22;12,578
PEVVGNTR1--03 (L);10/08/2024;23;12,561
PEVVGNTR1--03 (L);10/08/2024;24;12,658
PEVVGNTR1--03 (L);11/08/2024;1;11,734
PEVVGNTR1--03 (L);11/08/2024;2;11,743
PEVVGNTR1--03 (L);11/08/2024;3;11,772
PEVVGNTR1--03 (L);11/08/2024;4;11,155
PEVVGNTR1--03 (L);11/08/2024;5;11,233
PEVVGNTR1--03 (L);11/08/2024;6;11,617
PEVVGNTR1--03 (L);11/08/2024;7;12,116
PEVVGNTR1--03 (L);11/08/2024;8;12,336
PEVVGNTR1--03 (L);11/08/2024;9;12,481
PEVVGNTR1--03 (L);11/08/2024;10;12,309
PEVVGNTR1--03 (L);11/08/2024;11;12,432
PEVVGNTR1--03 (L);11/08/2024;12;12,475
PEVVGNTR1--03 (L);11/08/2024;13;12,682
PEVVGNTR1--03 (L);11/08/2024;14;12,556
PEVVGNTR1--03 (L);11/08/2024;15;12,629
PEVVGNTR1--03 (L);11/08/2024;16;12,158
PEVVGNTR1--03 (L);11/08/2024;17;11,747
PEVVGNTR1--03 (L);11/08/2024;18;11,917
PEVVGNTR1--03 (L);11/08/2024;19;11,667
PEVVGNTR1--03 (L);11/08/2024;20;11,657
PEVVGNTR1--03 (L);11/08/2024;21;11,926
PEVVGNTR1--03 (L);11/08/2024;22;12,149
PEVVGNTR1--03 (L);11/08/2024;23;12,247
PEVVGNTR1--03 (L);11/08/2024;24;12,193
PEVVGNTR1--03 (L);12/08/2024;1;11,887
PEVVGNTR1--03 (L);12/08/2024;2;11,773
PEVVGNTR1--03 (L);12/08/2024;3;11,581
PEVVGNTR1--03 (L);12/08/2024;4;11,997
PEVVGNTR1--03 (L);12/08/2024;5;12,354
PEVVGNTR1--03 (L);12/08/2024;6;12,435
PEVVGNTR1--03 (L);12/08/2024;7;12,671
PEVVGNTR1--03 (L);12/08/2024;8;13,051
PEVVGNTR1--03 (L);12/08/2024;9;13,288
PEVVGNTR1--03 (L);12/08/2024;10;13,012
PEVVGNTR1--03 (L);12/08/2024;11;13,171
PEVVGNTR1--03 (L);12/08/2024;12;13,42
PEVVGNTR1--03 (L);12/08/2024;13;13,309
PEVVGNTR1--03 (L);12/08/2024;14;13,023
PEVVGNTR1--03 (L);12/08/2024;15;12,929
PEVVGNTR1--03 (L);12/08/2024;16;12,567
PEVVGNTR1--03 (L);12/08/2024;17;12,255
PEVVGNTR1--03 (L);12/08/2024;18;12,37
PEVVGNTR1--03 (L);12/08/2024;19;11,99
PEVVGNTR1--03 (L);12/08/2024;20;12,116
PEVVGNTR1--03 (L);12/08/2024;21;12,18
PEVVGNTR1--03 (L);12/08/2024;22;12,128
PEVVGNTR1--03 (L);12/08/2024;23;12,327
PEVVGNTR1--03 (L);12/08/2024;24;12,588
PEVVGNTR1--03 (L);13/08/2024;1;12,285
PEVVGNTR1--03 (L);13/08/2024;2;12,164
PEVVGNTR1--03 (L);13/08/2024;3;11,868
PEVVGNTR1--03 (L);13/08/2024;4;11,767
PEVVGNTR1--03 (L);13/08/2024;5;11,818
PEVVGNTR1--03 (L);13/08/2024;6;11,945
PEVVGNTR1--03 (L);13/08/2024;7;12,18
PEVVGNTR1--03 (L);13/08/2024;8;12,562
PEVVGNTR1--03 (L);13/08/2024;9;12,295
PEVVGNTR1--03 (L);13/08/2024;10;12,653
PEVVGNTR1--03 (L);13/08/2024;11;12,991
PEVVGNTR1--03 (L);13/08/2024;12;13,483
PEVVGNTR1--03 (L);13/08/2024;13;13,706
PEVVGNTR1--03 (L);13/08/2024;14;13,394
PEVVGNTR1--03 (L);13/08/2024;15;13,284
PEVVGNTR1--03 (L);13/08/2024;16;12,922
PEVVGNTR1--03 (L);13/08/2024;17;12,443
PEVVGNTR1--03 (L);13/08/2024;18;12,296
PEVVGNTR1--03 (L);13/08/2024;19;12,17
PEVVGNTR1--03 (L);13/08/2024;20;12,621
PEVVGNTR1--03 (L);13/08/2024;21;12,898
PEVVGNTR1--03 (L);13/08/2024;22;12,725
PEVVGNTR1--03 (L);13/08/2024;23;12,849
PEVVGNTR1--03 (L);13/08/2024;24;12,761
PEVVGNTR1--03 (L);14/08/2024;1;12,359
PEVVGNTR1--03 (L);14/08/2024;2;11,828
PEVVGNTR1--03 (L);14/08/2024;3;11,969
PEVVGNTR1--03 (L);14/08/2024;4;11,999
PEVVGNTR1--03 (L);14/08/2024;5;11,923
PEVVGNTR1--03 (L);14/08/2024;6;12,052
PEVVGNTR1--03 (L);14/08/2024;7;12,616
PEVVGNTR1--03 (L);14/08/2024;8;13,023
PEVVGNTR1--03 (L);14/08/2024;9;12,671
PEVVGNTR1--03 (L);14/08/2024;10;12,408
PEVVGNTR1--03 (L);14/08/2024;11;12,615
PEVVGNTR1--03 (L);14/08/2024;12;12,607
PEVVGNTR1--03 (L);14/08/2024;13;12,765
PEVVGNTR1--03 (L);14/08/2024;14;12,69
PEVVGNTR1--03 (L);14/08/2024;15;12,513
PEVVGNTR1--03 (L);14/08/2024;16;12,364
PEVVGNTR1--03 (L);14/08/2024;17;12,656
PEVVGNTR1--03 (L);14/08/2024;18;12,227
PEVVGNTR1--03 (L);14/08/2024;19;12,163
PEVVGNTR1--03 (L);14/08/2024;20;12,539
PEVVGNTR1--03 (L);14/08/2024;21;12,69
PEVVGNTR1--03 (L);14/08/2024;22;12,524
PEVVGNTR1--03 (L);14/08/2024;23;12,63
PEVVGNTR1--03 (L);14/08/2024;24;12,495
PEVVGNTR1--03 (L);15/08/2024;1;12,431
PEVVGNTR1--03 (L);15/08/2024;2;12,339
PEVVGNTR1--03 (L);15/08/2024;3;11,934
PEVVGNTR1--03 (L);15/08/2024;4;11,79
PEVVGNTR1--03 (L);15/08/2024;5;11,854
PEVVGNTR1--03 (L);15/08/2024;6;11,94
PEVVGNTR1--03 (L);15/08/2024;7;12,357
PEVVGNTR1--03 (L);15/08/2024;8;12,933
PEVVGNTR1--03 (L);15/08/2024;9;12,792
PEVVGNTR1--03 (L);15/08/2024;10;13,102
PEVVGNTR1--03 (L);15/08/2024;11;13,033
PEVVGNTR1--03 (L);15/08/2024;12;13,052
PEVVGNTR1--03 (L);15/08/2024;13;13,155
PEVVGNTR1--03 (L);15/08/2024;14;13,162
PEVVGNTR1--03 (L);15/08/2024;15;12,398
PEVVGNTR1--03 (L);15/08/2024;16;12,252
PEVVGNTR1--03 (L);15/08/2024;17;12,18
PEVVGNTR1--03 (L);15/08/2024;18;12,22
PEVVGNTR1--03 (L);15/08/2024;19;12,167
PEVVGNTR1--03 (L);15/08/2024;20;12,345
PEVVGNTR1--03 (L);15/08/2024;21;12,635
PEVVGNTR1--03 (L);15/08/2024;22;12,472
PEVVGNTR1--03 (L);15/08/2024;23;12,487
PEVVGNTR1--03 (L);15/08/2024;24;12,566
PEVVGNTR1--03 (L);16/08/2024;1;12,381
PEVVGNTR1--03 (L);16/08/2024;2;11,986
PEVVGNTR1--03 (L);16/08/2024;3;11,961
PEVVGNTR1--03 (L);16/08/2024;4;11,943
PEVVGNTR1--03 (L);16/08/2024;5;11,784
PEVVGNTR1--03 (L);16/08/2024;6;11,897
PEVVGNTR1--03 (L);16/08/2024;7;12,078
PEVVGNTR1--03 (L);16/08/2024;8;12,394
PEVVGNTR1--03 (L);16/08/2024;9;12,531
PEVVGNTR1--03 (L);16/08/2024;10;12,956
PEVVGNTR1--03 (L);16/08/2024;11;12,883
PEVVGNTR1--03 (L);16/08/2024;12;13,405
PEVVGNTR1--03 (L);16/08/2024;13;13,116
PEVVGNTR1--03 (L);16/08/2024;14;12,555
PEVVGNTR1--03 (L);16/08/2024;15;12,333
PEVVGNTR1--03 (L);16/08/2024;16;12,368
PEVVGNTR1--03 (L);16/08/2024;17;12,175
PEVVGNTR1--03 (L);16/08/2024;18;11,953
PEVVGNTR1--03 (L);16/08/2024;19;11,908
PEVVGNTR1--03 (L);16/08/2024;20;12,26
PEVVGNTR1--03 (L);16/08/2024;21;12,47
PEVVGNTR1--03 (L);16/08/2024;22;12,358
PEVVGNTR1--03 (L);16/08/2024;23;12,463
PEVVGNTR1--03 (L);16/08/2024;24;12,677
PEVVGNTR1--03 (L);17/08/2024;1;12,049
PEVVGNTR1--03 (L);17/08/2024;2;11,534
PEVVGNTR1--03 (L);17/08/2024;3;11,488
PEVVGNTR1--03 (L);17/08/2024;4;11,566
PEVVGNTR1--03 (L);17/08/2024;5;11,488
PEVVGNTR1--03 (L);17/08/2024;6;11,626
PEVVGNTR1--03 (L);17/08/2024;7;12,302
PEVVGNTR1--03 (L);17/08/2024;8;12,73
PEVVGNTR1--03 (L);17/08/2024;9;12,793
PEVVGNTR1--03 (L);17/08/2024;10;12,472
PEVVGNTR1--03 (L);17/08/2024;11;12,943
PEVVGNTR1--03 (L);17/08/2024;12;12,908
PEVVGNTR1--03 (L);17/08/2024;13;13,088
PEVVGNTR1--03 (L);17/08/2024;14;12,97
PEVVGNTR1--03 (L);17/08/2024;15;12,623
PEVVGNTR1--03 (L);17/08/2024;16;12,544
PEVVGNTR1--03 (L);17/08/2024;17;12,429
PEVVGNTR1--03 (L);17/08/2024;18;12,153
PEVVGNTR1--03 (L);17/08/2024;19;12,458
PEVVGNTR1--03 (L);17/08/2024;20;12,494
PEVVGNTR1--03 (L);17/08/2024;21;12,738
PEVVGNTR1--03 (L);17/08/2024;22;12,742
PEVVGNTR1--03 (L);17/08/2024;23;12,693
PEVVGNTR1--03 (L);17/08/2024;24;12,405
PEVVGNTR1--03 (L);18/08/2024;1;11,358
PEVVGNTR1--03 (L);18/08/2024;2;11,185
PEVVGNTR1--03 (L);18/08/2024;3;11,046
PEVVGNTR1--03 (L);18/08/2024;4;11,038
PEVVGNTR1--03 (L);18/08/2024;5;11,696
PEVVGNTR1--03 (L);18/08/2024;6;12,16
PEVVGNTR1--03 (L);18/08/2024;7;12,481
PEVVGNTR1--03 (L);18/08/2024;8;12,291
PEVVGNTR1--03 (L);18/08/2024;9;12,567
PEVVGNTR1--03 (L);18/08/2024;10;12,402
PEVVGNTR1--03 (L);18/08/2024;11;12,537
PEVVGNTR1--03 (L);18/08/2024;12;12,725
PEVVGNTR1--03 (L);18/08/2024;13;12,554
PEVVGNTR1--03 (L);18/08/2024;14;12,654
PEVVGNTR1--03 (L);18/08/2024;15;12,087
PEVVGNTR1--03 (L);18/08/2024;16;11,967
PEVVGNTR1--03 (L);18/08/2024;17;11,598
PEVVGNTR1--03 (L);18/08/2024;18;11,59
PEVVGNTR1--03 (L);18/08/2024;19;11,425
PEVVGNTR1--03 (L);18/08/2024;20;11,809
PEVVGNTR1--03 (L);18/08/2024;21;11,892
PEVVGNTR1--03 (L);18/08/2024;22;11,926
PEVVGNTR1--03 (L);18/08/2024;23;11,983
PEVVGNTR1--03 (L);18/08/2024;24;12,117
PEVVGNTR1--03 (L);19/08/2024;1;11,852
PEVVGNTR1--03 (L);19/08/2024;2;11,923
PEVVGNTR1--03 (L);19/08/2024;3;12,192
PEVVGNTR1--03 (L);19/08/2024;4;12,141
PEVVGNTR1--03 (L);19/08/2024;5;12,227
PEVVGNTR1--03 (L);19/08/2024;6;12,085
PEVVGNTR1--03 (L);19/08/2024;7;12,391
PEVVGNTR1--03 (L);19/08/2024;8;12,599
PEVVGNTR1--03 (L);19/08/2024;9;13,507
PEVVGNTR1--03 (L);19/08/2024;10;13,595
PEVVGNTR1--03 (L);19/08/2024;11;13,535
PEVVGNTR1--03 (L);19/08/2024;12;12,953
PEVVGNTR1--03 (L);19/08/2024;13;12,528
PEVVGNTR1--03 (L);19/08/2024;14;12,402
PEVVGNTR1--03 (L);19/08/2024;15;12,483
PEVVGNTR1--03 (L);19/08/2024;16;12,622
PEVVGNTR1--03 (L);19/08/2024;17;12,7
PEVVGNTR1--03 (L);19/08/2024;18;12,451
PEVVGNTR1--03 (L);19/08/2024;19;12,363
PEVVGNTR1--03 (L);19/08/2024;20;12,426
PEVVGNTR1--03 (L);19/08/2024;21;12,699
PEVVGNTR1--03 (L);19/08/2024;22;12,627
PEVVGNTR1--03 (L);19/08/2024;23;12,844
PEVVGNTR1--03 (L);19/08/2024;24;12,796
PEVVGNTR1--03 (L);20/08/2024;1;12,577
PEVVGNTR1--03 (L);20/08/2024;2;12,268
PEVVGNTR1--03 (L);20/08/2024;3;12,257
PEVVGNTR1--03 (L);20/08/2024;4;12,211
PEVVGNTR1--03 (L);20/08/2024;5;12,36
PEVVGNTR1--03 (L);20/08/2024;6;12,334
PEVVGNTR1--03 (L);20/08/2024;7;12,795
PEVVGNTR1--03 (L);20/08/2024;8;12,576
PEVVGNTR1--03 (L);20/08/2024;9;12,743
PEVVGNTR1--03 (L);20/08/2024;10;12,642
PEVVGNTR1--03 (L);20/08/2024;11;12,669
PEVVGNTR1--03 (L);20/08/2024;12;12,565
PEVVGNTR1--03 (L);20/08/2024;13;12,928
PEVVGNTR1--03 (L);20/08/2024;14;12,211
PEVVGNTR1--03 (L);20/08/2024;15;12,31
PEVVGNTR1--03 (L);20/08/2024;16;12,327
PEVVGNTR1--03 (L);20/08/2024;17;12,478
PEVVGNTR1--03 (L);20/08/2024;18;12,185
PEVVGNTR1--03 (L);20/08/2024;19;12,17
PEVVGNTR1--03 (L);20/08/2024;20;12,264
PEVVGNTR1--03 (L);20/08/2024;21;12,453
PEVVGNTR1--03 (L);20/08/2024;22;12,135
PEVVGNTR1--03 (L);20/08/2024;23;12,09
PEVVGNTR1--03 (L);20/08/2024;24;12,289
PEVVGNTR1--03 (L);21/08/2024;1;12,117
PEVVGNTR1--03 (L);21/08/2024;2;11,764
PEVVGNTR1--03 (L);21/08/2024;3;11,702
PEVVGNTR1--03 (L);21/08/2024;4;11,767
PEVVGNTR1--03 (L);21/08/2024;5;11,864
PEVVGNTR1--03 (L);21/08/2024;6;12,049
PEVVGNTR1--03 (L);21/08/2024;7;12,425
PEVVGNTR1--03 (L);21/08/2024;8;12,589
PEVVGNTR1--03 (L);21/08/2024;9;12,819
PEVVGNTR1--03 (L);21/08/2024;10;12,705
PEVVGNTR1--03 (L);21/08/2024;11;12,53
PEVVGNTR1--03 (L);21/08/2024;12;13,006
PEVVGNTR1--03 (L);21/08/2024;13;13,431
PEVVGNTR1--03 (L);21/08/2024;14;13,127
PEVVGNTR1--03 (L);21/08/2024;15;13,032
PEVVGNTR1--03 (L);21/08/2024;16;12,583
PEVVGNTR1--03 (L);21/08/2024;17;12,211
PEVVGNTR1--03 (L);21/08/2024;18;12,468
PEVVGNTR1--03 (L);21/08/2024;19;12,37
PEVVGNTR1--03 (L);21/08/2024;20;12,729
PEVVGNTR1--03 (L);21/08/2024;21;12,5
PEVVGNTR1--03 (L);21/08/2024;22;11,942
PEVVGNTR1--03 (L);21/08/2024;23;12,205
PEVVGNTR1--03 (L);21/08/2024;24;12,406
PEVVGNTR1--03 (L);22/08/2024;1;11,9
PEVVGNTR1--03 (L);22/08/2024;2;11,558
PEVVGNTR1--03 (L);22/08/2024;3;11,653
PEVVGNTR1--03 (L);22/08/2024;4;11,765
PEVVGNTR1--03 (L);22/08/2024;5;11,709
PEVVGNTR1--03 (L);22/08/2024;6;11,697
PEVVGNTR1--03 (L);22/08/2024;7;12,108
PEVVGNTR1--03 (L);22/08/2024;8;12,334
PEVVGNTR1--03 (L);22/08/2024;9;12,277
PEVVGNTR1--03 (L);22/08/2024;10;12,236
PEVVGNTR1--03 (L);22/08/2024;11;12,505
PEVVGNTR1--03 (L);22/08/2024;12;12,555
PEVVGNTR1--03 (L);22/08/2024;13;12,861
PEVVGNTR1--03 (L);22/08/2024;14;12,592
PEVVGNTR1--03 (L);22/08/2024;15;12,78
PEVVGNTR1--03 (L);22/08/2024;16;13,197
PEVVGNTR1--03 (L);22/08/2024;17;12,694
PEVVGNTR1--03 (L);22/08/2024;18;12,405
PEVVGNTR1--03 (L);22/08/2024;19;12,472
PEVVGNTR1--03 (L);22/08/2024;20;12,383
PEVVGNTR1--03 (L);22/08/2024;21;12,324
PEVVGNTR1--03 (L);22/08/2024;22;12,036
PEVVGNTR1--03 (L);22/08/2024;23;12,159
PEVVGNTR1--03 (L);22/08/2024;24;12,217
PEVVGNTR1--03 (L);23/08/2024;1;12,082
PEVVGNTR1--03 (L);23/08/2024;2;11,723
PEVVGNTR1--03 (L);23/08/2024;3;11,491
PEVVGNTR1--03 (L);23/08/2024;4;12,106
PEVVGNTR1--03 (L);23/08/2024;5;12,144
PEVVGNTR1--03 (L);23/08/2024;6;12,053
PEVVGNTR1--03 (L);23/08/2024;7;12,549
PEVVGNTR1--03 (L);23/08/2024;8;12,204
PEVVGNTR1--03 (L);23/08/2024;9;12,923
PEVVGNTR1--03 (L);23/08/2024;10;12,964
PEVVGNTR1--03 (L);23/08/2024;11;13,168
PEVVGNTR1--03 (L);23/08/2024;12;13,221
PEVVGNTR1--03 (L);23/08/2024;13;13,301
PEVVGNTR1--03 (L);23/08/2024;14;12,936
PEVVGNTR1--03 (L);23/08/2024;15;12,44
PEVVGNTR1--03 (L);23/08/2024;16;12,378
PEVVGNTR1--03 (L);23/08/2024;17;12,134
PEVVGNTR1--03 (L);23/08/2024;18;12,212
PEVVGNTR1--03 (L);23/08/2024;19;11,909
PEVVGNTR1--03 (L);23/08/2024;20;12,104
PEVVGNTR1--03 (L);23/08/2024;21;12,247
PEVVGNTR1--03 (L);23/08/2024;22;12,211
PEVVGNTR1--03 (L);23/08/2024;23;12,297
PEVVGNTR1--03 (L);23/08/2024;24;12,439
PEVVGNTR1--03 (L);24/08/2024;1;12,127
PEVVGNTR1--03 (L);24/08/2024;2;12,011
PEVVGNTR1--03 (L);24/08/2024;3;11,989
PEVVGNTR1--03 (L);24/08/2024;4;11,963
PEVVGNTR1--03 (L);24/08/2024;5;12,017
PEVVGNTR1--03 (L);24/08/2024;6;12,294
PEVVGNTR1--03 (L);24/08/2024;7;12,591
PEVVGNTR1--03 (L);24/08/2024;8;12,741
PEVVGNTR1--03 (L);24/08/2024;9;12,687
PEVVGNTR1--03 (L);24/08/2024;10;12,983
PEVVGNTR1--03 (L);24/08/2024;11;13,052
PEVVGNTR1--03 (L);24/08/2024;12;13,093
PEVVGNTR1--03 (L);24/08/2024;13;13,097
PEVVGNTR1--03 (L);24/08/2024;14;13,051
PEVVGNTR1--03 (L);24/08/2024;15;12,674
PEVVGNTR1--03 (L);24/08/2024;16;12,486
PEVVGNTR1--03 (L);24/08/2024;17;12,597
PEVVGNTR1--03 (L);24/08/2024;18;12,284
PEVVGNTR1--03 (L);24/08/2024;19;12,6
PEVVGNTR1--03 (L);24/08/2024;20;12,783
PEVVGNTR1--03 (L);24/08/2024;21;12,852
PEVVGNTR1--03 (L);24/08/2024;22;12,351
PEVVGNTR1--03 (L);24/08/2024;23;11,903
PEVVGNTR1--03 (L);24/08/2024;24;11,906
PEVVGNTR1--03 (L);25/08/2024;1;11,622
PEVVGNTR1--03 (L);25/08/2024;2;11,698
PEVVGNTR1--03 (L);25/08/2024;3;11,454
PEVVGNTR1--03 (L);25/08/2024;4;11,426
PEVVGNTR1--03 (L);25/08/2024;5;11,419
PEVVGNTR1--03 (L);25/08/2024;6;11,721
PEVVGNTR1--03 (L);25/08/2024;7;12,379
PEVVGNTR1--03 (L);25/08/2024;8;12,703
PEVVGNTR1--03 (L);25/08/2024;9;12,711
PEVVGNTR1--03 (L);25/08/2024;10;12,296
PEVVGNTR1--03 (L);25/08/2024;11;12,69
PEVVGNTR1--03 (L);25/08/2024;12;12,744
PEVVGNTR1--03 (L);25/08/2024;13;12,597
PEVVGNTR1--03 (L);25/08/2024;14;12,883
PEVVGNTR1--03 (L);25/08/2024;15;12,826
PEVVGNTR1--03 (L);25/08/2024;16;12,377
PEVVGNTR1--03 (L);25/08/2024;17;11,667
PEVVGNTR1--03 (L);25/08/2024;18;11,481
PEVVGNTR1--03 (L);25/08/2024;19;11,96
PEVVGNTR1--03 (L);25/08/2024;20;11,949
PEVVGNTR1--03 (L);25/08/2024;21;12,115
PEVVGNTR1--03 (L);25/08/2024;22;12,189
PEVVGNTR1--03 (L);25/08/2024;23;11,641
PEVVGNTR1--03 (L);25/08/2024;24;11,836
PEVVGNTR1--03 (L);26/08/2024;1;11,825
PEVVGNTR1--03 (L);26/08/2024;2;11,726
PEVVGNTR1--03 (L);26/08/2024;3;11,537
PEVVGNTR1--03 (L);26/08/2024;4;11,633
PEVVGNTR1--03 (L);26/08/2024;5;11,605
PEVVGNTR1--03 (L);26/08/2024;6;11,708
PEVVGNTR1--03 (L);26/08/2024;7;11,982
PEVVGNTR1--03 (L);26/08/2024;8;12,735
PEVVGNTR1--03 (L);26/08/2024;9;12,569
PEVVGNTR1--03 (L);26/08/2024;10;12,558
PEVVGNTR1--03 (L);26/08/2024;11;12,856
PEVVGNTR1--03 (L);26/08/2024;12;12,911
PEVVGNTR1--03 (L);26/08/2024;13;13,41
PEVVGNTR1--03 (L);26/08/2024;14;13,107
PEVVGNTR1--03 (L);26/08/2024;15;12,696
PEVVGNTR1--03 (L);26/08/2024;16;12,342
PEVVGNTR1--03 (L);26/08/2024;17;11,926
PEVVGNTR1--03 (L);26/08/2024;18;12,146
PEVVGNTR1--03 (L);26/08/2024;19;12,053
PEVVGNTR1--03 (L);26/08/2024;20;12,194
PEVVGNTR1--03 (L);26/08/2024;21;12,333
PEVVGNTR1--03 (L);26/08/2024;22;12,242
PEVVGNTR1--03 (L);26/08/2024;23;12,632
PEVVGNTR1--03 (L);26/08/2024;24;12,762
PEVVGNTR1--03 (L);27/08/2024;1;12,128
PEVVGNTR1--03 (L);27/08/2024;2;11,893
PEVVGNTR1--03 (L);27/08/2024;3;12,13
PEVVGNTR1--03 (L);27/08/2024;4;12,256
PEVVGNTR1--03 (L);27/08/2024;5;12,311
PEVVGNTR1--03 (L);27/08/2024;6;12,512
PEVVGNTR1--03 (L);27/08/2024;7;12,796
PEVVGNTR1--03 (L);27/08/2024;8;12,579
PEVVGNTR1--03 (L);27/08/2024;9;12,433
PEVVGNTR1--03 (L);27/08/2024;10;11,941
PEVVGNTR1--03 (L);27/08/2024;11;12,421
PEVVGNTR1--03 (L);27/08/2024;12;12,918
PEVVGNTR1--03 (L);27/08/2024;13;13,332
PEVVGNTR1--03 (L);27/08/2024;14;12,978
PEVVGNTR1--03 (L);27/08/2024;15;13,464
PEVVGNTR1--03 (L);27/08/2024;16;13,307
PEVVGNTR1--03 (L);27/08/2024;17;12,538
PEVVGNTR1--03 (L);27/08/2024;18;12,046
PEVVGNTR1--03 (L);27/08/2024;19;11,864
PEVVGNTR1--03 (L);27/08/2024;20;12,268
PEVVGNTR1--03 (L);27/08/2024;21;12,365
PEVVGNTR1--03 (L);27/08/2024;22;12,05
PEVVGNTR1--03 (L);27/08/2024;23;12,232
PEVVGNTR1--03 (L);27/08/2024;24;11,988
PEVVGNTR1--03 (L);28/08/2024;1;11,36
PEVVGNTR1--03 (L);28/08/2024;2;11,322
PEVVGNTR1--03 (L);28/08/2024;3;11,423
PEVVGNTR1--03 (L);28/08/2024;4;12,005
PEVVGNTR1--03 (L);28/08/2024;5;11,941
PEVVGNTR1--03 (L);28/08/2024;6;12,191
PEVVGNTR1--03 (L);28/08/2024;7;12,352
PEVVGNTR1--03 (L);28/08/2024;8;12,872
PEVVGNTR1--03 (L);28/08/2024;9;12,623
PEVVGNTR1--03 (L);28/08/2024;10;12,434
PEVVGNTR1--03 (L);28/08/2024;11;12,449
PEVVGNTR1--03 (L);28/08/2024;12;12,746
PEVVGNTR1--03 (L);28/08/2024;13;12,961
PEVVGNTR1--03 (L);28/08/2024;14;12,257
PEVVGNTR1--03 (L);28/08/2024;15;11,773
PEVVGNTR1--03 (L);28/08/2024;16;11,909
PEVVGNTR1--03 (L);28/08/2024;17;11,823
PEVVGNTR1--03 (L);28/08/2024;18;11,834
PEVVGNTR1--03 (L);28/08/2024;19;12,166
PEVVGNTR1--03 (L);28/08/2024;20;12,384
PEVVGNTR1--03 (L);28/08/2024;21;12,376
PEVVGNTR1--03 (L);28/08/2024;22;12,168
PEVVGNTR1--03 (L);28/08/2024;23;12,449
PEVVGNTR1--03 (L);28/08/2024;24;12,615
PEVVGNTR1--03 (L);29/08/2024;1;12,25
PEVVGNTR1--03 (L);29/08/2024;2;12,089
PEVVGNTR1--03 (L);29/08/2024;3;12,246
PEVVGNTR1--03 (L);29/08/2024;4;12,295
PEVVGNTR1--03 (L);29/08/2024;5;12,352
PEVVGNTR1--03 (L);29/08/2024;6;12,041
PEVVGNTR1--03 (L);29/08/2024;7;12,421
PEVVGNTR1--03 (L);29/08/2024;8;13,045
PEVVGNTR1--03 (L);29/08/2024;9;13,141
PEVVGNTR1--03 (L);29/08/2024;10;13,208
